Κωδικός,Προϊόν,W%-Μήνας-Ετήσιο,ΔΤΚ,
1112,ΑΛΕΥΡΙ ΚΑΙ ΑΛΛΑ ΔΗΜΗΤΡΙΑΚΑ,Οκτώβριος,150,21
1112,ΑΛΕΥΡΙ ΚΑΙ ΑΛΛΑ ΔΗΜΗΤΡΙΑΚΑ,Νοέμβριος,141,93
1112,ΑΛΕΥΡΙ ΚΑΙ ΑΛΛΑ ΔΗΜΗΤΡΙΑΚΑ,Δεκέμβριος,138,62
1112,ΑΛΕΥΡΙ ΚΑΙ ΑΛΛΑ ΔΗΜΗΤΡΙΑΚΑ,ΕΤΗΣΙΟΣ,149,39
1113,ΨΩΜΙ,W%0,18,96
1113,ΨΩΜΙ,Ιανουάριος,127,50
1113,ΨΩΜΙ,Φεβρουάριος,128,16
1113,ΨΩΜΙ,Μάρτιος,128,33
1113,ΨΩΜΙ,Απρίλιος,128,39
1113,ΨΩΜΙ,Μάιος,128,68
1113,ΨΩΜΙ,Ιούνιος,128,44
1113,ΨΩΜΙ,Ιούλιος,128,7
1113,ΨΩΜΙ,Αύγουστος,127,80
1113,ΨΩΜΙ,Σεπτέμβριος,127,84
1113,ΨΩΜΙ,Οκτώβριος,127,99
1113,ΨΩΜΙ,Νοέμβριος,127,84
1113,ΨΩΜΙ,Δεκέμβριος,128,16
1113,ΨΩΜΙ,ΕΤΗΣΙΟΣ,128,1
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,W%0,7,68
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Ιανουάριος,110,1
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Φεβρουάριος,110,43
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Μάρτιος,110,87
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Απρίλιος,111,1
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Μάιος,111,8
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Ιούνιος,110,73
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Ιούλιος,112,86
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Αύγουστος,112,4
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Σεπτέμβριος,110,16
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Οκτώβριος,112,14
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Νοέμβριος,112,68
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,Δεκέμβριος,114,12
1114,ΑΛΛΑ ΠΡΟΪΟΝΤΑ ΑΡΤΟΠΟΙΪΑΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,ΕΤΗΣΙΟΣ,111,51
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,W%0,2,74
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Ιανουάριος,117,72
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Φεβρουάριος,117,80
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Μάρτιος,119,95
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Απρίλιος,118,22
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Μάιος,120,17
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Ιούνιος,122,44
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Ιούλιος,121,80
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Αύγουστος,122,13
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Σεπτέμβριος,118,96
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Οκτώβριος,120,33
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Νοέμβριος,119,54
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Δεκέμβριος,116,98
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,ΕΤΗΣΙΟΣ,119,67
1116,ΖΥΜΑΡΙΚΑ,W%0,3,44
1116,ΖΥΜΑΡΙΚΑ,Ιανουάριος,119,26
1116,ΖΥΜΑΡΙΚΑ,Φεβρουάριος,115,45
1116,ΖΥΜΑΡΙΚΑ,Μάρτιος,115,0
1116,ΖΥΜΑΡΙΚΑ,Απρίλιος,116,45
1116,ΖΥΜΑΡΙΚΑ,Μάιος,118,50
1116,ΖΥΜΑΡΙΚΑ,Ιούνιος,114,79
1116,ΖΥΜΑΡΙΚΑ,Ιούλιος,119,37
1116,ΖΥΜΑΡΙΚΑ,Αύγουστος,118,82
1116,ΖΥΜΑΡΙΚΑ,Σεπτέμβριος,119,13
1116,ΖΥΜΑΡΙΚΑ,Οκτώβριος,119,3
1116,ΖΥΜΑΡΙΚΑ,Νοέμβριος,122,51
1116,ΖΥΜΑΡΙΚΑ,Δεκέμβριος,119,10
1116,ΖΥΜΑΡΙΚΑ,ΕΤΗΣΙΟΣ,118,12
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,W%0,2,71
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Ιανουάριος,110,46
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Φεβρουάριος,108,88
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Μάρτιος,113,0
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Απρίλιος,122,2
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Μάιος,119,63
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Ιούνιος,122,67
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Ιούλιος,121,39
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Αύγουστος,115,15
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Σεπτέμβριος,121,15
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Οκτώβριος,122,43
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Νοέμβριος,122,72
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Δεκέμβριος,125,23
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,ΕΤΗΣΙΟΣ,118,73
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,W%0,0,58
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Ιανουάριος,107,93
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Φεβρουάριος,104,55
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Μάρτιος,104,79
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Απρίλιος,105,27
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Μάιος,110,42
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Ιούνιος,112,14
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Ιούλιος,109,80
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Αύγουστος,110,71
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Σεπτέμβριος,107,35
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Οκτώβριος,105,90
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Νοέμβριος,107,83
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Δεκέμβριος,102,34
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,ΕΤΗΣΙΟΣ,107,42
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,W%0,40,47
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Ιανουάριος,122,9
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Φεβρουάριος,121,92
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Μάρτιος,122,43
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Απρίλιος,122,80
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Μάιος,124,2
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Ιούνιος,124,16
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Ιούλιος,124,83
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Αύγουστος,124,5
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Σεπτέμβριος,123,68
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Οκτώβριος,124,24
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Νοέμβριος,124,31
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Δεκέμβριος,124,14
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,ΕΤΗΣΙΟΣ,123,56
1121,ΜΟΣΧΑΡΙ,W%0,13,76
1121,ΜΟΣΧΑΡΙ,Ιανουάριος,127,68
1121,ΜΟΣΧΑΡΙ,Φεβρουάριος,130,14
1121,ΜΟΣΧΑΡΙ,Μάρτιος,131,38
1121,ΜΟΣΧΑΡΙ,Απρίλιος,132,58
1121,ΜΟΣΧΑΡΙ,Μάιος,132,11
1121,ΜΟΣΧΑΡΙ,Ιούνιος,132,17
1121,ΜΟΣΧΑΡΙ,Ιούλιος,133,61
1121,ΜΟΣΧΑΡΙ,Αύγουστος,133,87
1121,ΜΟΣΧΑΡΙ,Σεπτέμβριος,133,5
1121,ΜΟΣΧΑΡΙ,Οκτώβριος,133,31
1121,ΜΟΣΧΑΡΙ,Νοέμβριος,133,58
1121,ΜΟΣΧΑΡΙ,Δεκέμβριος,134,18
1121,ΜΟΣΧΑΡΙ,ΕΤΗΣΙΟΣ,132,3
1122,XOIPINO,W%0,6,85
1122,XOIPINO,Ιανουάριος,121,74
1122,XOIPINO,Φεβρουάριος,123,53
1122,XOIPINO,Μάρτιος,125,98
1122,XOIPINO,Απρίλιος,125,67
1122,XOIPINO,Μάιος,129,93
1122,XOIPINO,Ιούνιος,131,83
1122,XOIPINO,Ιούλιος,133,5
1122,XOIPINO,Αύγουστος,132,53
1122,XOIPINO,Σεπτέμβριος,132,31
1122,XOIPINO,Οκτώβριος,133,47
1122,XOIPINO,Νοέμβριος,135,26
1122,XOIPINO,Δεκέμβριος,133,65
1122,XOIPINO,ΕΤΗΣΙΟΣ,129,91
1123,APNI & KATΣΙΚΙ,W%0,2,84
1123,APNI & KATΣΙΚΙ,Ιανουάριος,145,31
1123,APNI & KATΣΙΚΙ,Φεβρουάριος,143,30
1123,APNI & KATΣΙΚΙ,Μάρτιος,145,6
1123,APNI & KATΣΙΚΙ,Απρίλιος,146,96
1123,APNI & KATΣΙΚΙ,Μάιος,145,76
1123,APNI & KATΣΙΚΙ,Ιούνιος,145,72
1123,APNI & KATΣΙΚΙ,Ιούλιος,145,26
1123,APNI & KATΣΙΚΙ,Αύγουστος,145,14
1123,APNI & KATΣΙΚΙ,Σεπτέμβριος,147,62
1123,APNI & KATΣΙΚΙ,Οκτώβριος,151,0
1123,APNI & KATΣΙΚΙ,Νοέμβριος,152,90
1123,APNI & KATΣΙΚΙ,Δεκέμβριος,154,37
1123,APNI & KATΣΙΚΙ,ΕΤΗΣΙΟΣ,147,37
1124,ΠΟΥΛΕΡΙΚΑ,W%0,6,65
1124,ΠΟΥΛΕΡΙΚΑ,Ιανουάριος,118,42
1124,ΠΟΥΛΕΡΙΚΑ,Φεβρουάριος,117,58
1124,ΠΟΥΛΕΡΙΚΑ,Μάρτιος,118,72
1124,ΠΟΥΛΕΡΙΚΑ,Απρίλιος,117,68
1124,ΠΟΥΛΕΡΙΚΑ,Μάιος,119,34
1124,ΠΟΥΛΕΡΙΚΑ,Ιούνιος,120,44
1124,ΠΟΥΛΕΡΙΚΑ,Ιούλιος,120,87
1124,ΠΟΥΛΕΡΙΚΑ,Αύγουστος,120,22
1124,ΠΟΥΛΕΡΙΚΑ,Σεπτέμβριος,119,45
1124,ΠΟΥΛΕΡΙΚΑ,Οκτώβριος,120,32
1124,ΠΟΥΛΕΡΙΚΑ,Νοέμβριος,120,81
1124,ΠΟΥΛΕΡΙΚΑ,Δεκέμβριος,122,24
1124,ΠΟΥΛΕΡΙΚΑ,ΕΤΗΣΙΟΣ,119,67
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,W%0,0,8
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιανουάριος,121,50
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Φεβρουάριος,121,35
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Μάρτιος,121,53
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Απρίλιος,121,80
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Μάιος,121,51
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιούνιος,124,38
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιούλιος,123,19
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Αύγουστος,123,71
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Σεπτέμβριος,123,78
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Οκτώβριος,124,7
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Νοέμβριος,125,67
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Δεκέμβριος,126,35
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,ΕΤΗΣΙΟΣ,123,24
1126,ΕΝΤΟΣΘΙΑ,W%0,0,13
1126,ΕΝΤΟΣΘΙΑ,Ιανουάριος,113,35
1126,ΕΝΤΟΣΘΙΑ,Φεβρουάριος,116,26
1126,ΕΝΤΟΣΘΙΑ,Μάρτιος,114,56
1126,ΕΝΤΟΣΘΙΑ,Απρίλιος,118,61
1126,ΕΝΤΟΣΘΙΑ,Μάιος,116,4
1126,ΕΝΤΟΣΘΙΑ,Ιούνιος,119,8
1126,ΕΝΤΟΣΘΙΑ,Ιούλιος,119,9
1126,ΕΝΤΟΣΘΙΑ,Αύγουστος,115,24
1126,ΕΝΤΟΣΘΙΑ,Σεπτέμβριος,117,42
1126,ΕΝΤΟΣΘΙΑ,Οκτώβριος,118,13
1126,ΕΝΤΟΣΘΙΑ,Νοέμβριος,119,74
1126,ΕΝΤΟΣΘΙΑ,Δεκέμβριος,120,43
1126,ΕΝΤΟΣΘΙΑ,ΕΤΗΣΙΟΣ,117,33
1127,ΑΛΛΑΝΤΙΚΑ,W%0,3,85
1127,ΑΛΛΑΝΤΙΚΑ,Ιανουάριος,114,73
1127,ΑΛΛΑΝΤΙΚΑ,Φεβρουάριος,114,9
1127,ΑΛΛΑΝΤΙΚΑ,Μάρτιος,116,98
1127,ΑΛΛΑΝΤΙΚΑ,Απρίλιος,114,56
1127,ΑΛΛΑΝΤΙΚΑ,Μάιος,118,11
1127,ΑΛΛΑΝΤΙΚΑ,Ιούνιος,114,62
1127,ΑΛΛΑΝΤΙΚΑ,Ιούλιος,115,68
1127,ΑΛΛΑΝΤΙΚΑ,Αύγουστος,117,84
1127,ΑΛΛΑΝΤΙΚΑ,Σεπτέμβριος,116,38
1127,ΑΛΛΑΝΤΙΚΑ,Οκτώβριος,116,41
1127,ΑΛΛΑΝΤΙΚΑ,Νοέμβριος,117,23
1127,ΑΛΛΑΝΤΙΚΑ,Δεκέμβριος,113,31
1127,ΑΛΛΑΝΤΙΚΑ,ΕΤΗΣΙΟΣ,115,83
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,W%0,1,42
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιανουάριος,128,17
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Φεβρουάριος,126,84
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Μάρτιος,130,59
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Απρίλιος,134,82
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Μάιος,137,89
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιούνιος,143,79
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιούλιος,145,1
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Αύγουστος,144,25
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Σεπτέμβριος,142,63
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Οκτώβριος,144,98
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Νοέμβριος,144,4
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Δεκέμβριος,143,80
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,ΕΤΗΣΙΟΣ,138,9
112,KPEATA ΓΕΝΙΚΑ,W%0,35,57
112,KPEATA ΓΕΝΙΚΑ,Ιανουάριος,125,13
112,KPEATA ΓΕΝΙΚΑ,Φεβρουάριος,125,99
112,KPEATA ΓΕΝΙΚΑ,Μάρτιος,127,78
112,KPEATA ΓΕΝΙΚΑ,Απρίλιος,127,99
112,KPEATA ΓΕΝΙΚΑ,Μάιος,129,43
112,KPEATA ΓΕΝΙΚΑ,Ιούνιος,129,87
112,KPEATA ΓΕΝΙΚΑ,Ιούλιος,130,88
112,KPEATA ΓΕΝΙΚΑ,Αύγουστος,130,96
112,KPEATA ΓΕΝΙΚΑ,Σεπτέμβριος,130,39
112,KPEATA ΓΕΝΙΚΑ,Οκτώβριος,131,22
112,KPEATA ΓΕΝΙΚΑ,Νοέμβριος,131,98
112,KPEATA ΓΕΝΙΚΑ,Δεκέμβριος,131,80
112,KPEATA ΓΕΝΙΚΑ,ΕΤΗΣΙΟΣ,129,45
1131,ΨAPIA NΩΠA,W%0,6,2
1131,ΨAPIA NΩΠA,Ιανουάριος,111,29
1131,ΨAPIA NΩΠA,Φεβρουάριος,110,49
1131,ΨAPIA NΩΠA,Μάρτιος,108,76
1131,ΨAPIA NΩΠA,Απρίλιος,106,4
1131,ΨAPIA NΩΠA,Μάιος,106,84
1131,ΨAPIA NΩΠA,Ιούνιος,112,56
1131,ΨAPIA NΩΠA,Ιούλιος,115,42
1131,ΨAPIA NΩΠA,Αύγουστος,113,98
1131,ΨAPIA NΩΠA,Σεπτέμβριος,113,96
1131,ΨAPIA NΩΠA,Οκτώβριος,113,16
1131,ΨAPIA NΩΠA,Νοέμβριος,117,65
1131,ΨAPIA NΩΠA,Δεκέμβριος,120,21
1131,ΨAPIA NΩΠA,ΕΤΗΣΙΟΣ,112,53
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,W%0,0,63
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιανουάριος,113,15
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Φεβρουάριος,113,19
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Μάρτιος,113,86
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Απρίλιος,114,23
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Μάιος,115,91
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιούνιος,115,34
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιούλιος,116,35
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Αύγουστος,117,8
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Σεπτέμβριος,116,30
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Οκτώβριος,116,93
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Νοέμβριος,117,8
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Δεκέμβριος,117,12
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,ΕΤΗΣΙΟΣ,115,54
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,W%0,0,38
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιανουάριος,132,60
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Φεβρουάριος,133,82
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Μάρτιος,134,22
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Απρίλιος,134,72
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Μάιος,132,64
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιούνιος,133,5
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιούλιος,133,32
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Αύγουστος,136,28
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Σεπτέμβριος,135,2
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Οκτώβριος,133,34
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Νοέμβριος,135,49
