Κωδικός,Προϊόν,W%-Μήνας-Ετήσιο,ΔΤΚ,
1124,ΠΟΥΛΕΡΙΚΑ,Απρίλιος,111,83
1124,ΠΟΥΛΕΡΙΚΑ,Μάιος,114,53
1124,ΠΟΥΛΕΡΙΚΑ,Ιούνιος,116,66
1124,ΠΟΥΛΕΡΙΚΑ,Ιούλιος,119,15
1124,ΠΟΥΛΕΡΙΚΑ,Αύγουστος,119,2
1124,ΠΟΥΛΕΡΙΚΑ,Σεπτέμβριος,118,57
1124,ΠΟΥΛΕΡΙΚΑ,Οκτώβριος,117,77
1124,ΠΟΥΛΕΡΙΚΑ,Νοέμβριος,117,40
1124,ΠΟΥΛΕΡΙΚΑ,Δεκέμβριος,117,22
1124,ΠΟΥΛΕΡΙΚΑ,ΕΤΗΣΙΟΣ,112,95
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,W%0,0,7
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιανουάριος,108,89
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Φεβρουάριος,108,89
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Μάρτιος,109,22
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Απρίλιος,113,10
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Μάιος,113,85
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιούνιος,114,21
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιούλιος,115,96
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Αύγουστος,114,13
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Σεπτέμβριος,113,64
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Οκτώβριος,116,33
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Νοέμβριος,117,51
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Δεκέμβριος,120,72
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,ΕΤΗΣΙΟΣ,113,87
1126,ΕΝΤΟΣΘΙΑ,W%0,0,14
1126,ΕΝΤΟΣΘΙΑ,Ιανουάριος,102,85
1126,ΕΝΤΟΣΘΙΑ,Φεβρουάριος,104,48
1126,ΕΝΤΟΣΘΙΑ,Μάρτιος,104,73
1126,ΕΝΤΟΣΘΙΑ,Απρίλιος,112,10
1126,ΕΝΤΟΣΘΙΑ,Μάιος,112,75
1126,ΕΝΤΟΣΘΙΑ,Ιούνιος,111,76
1126,ΕΝΤΟΣΘΙΑ,Ιούλιος,113,39
1126,ΕΝΤΟΣΘΙΑ,Αύγουστος,111,61
1126,ΕΝΤΟΣΘΙΑ,Σεπτέμβριος,110,73
1126,ΕΝΤΟΣΘΙΑ,Οκτώβριος,110,7
1126,ΕΝΤΟΣΘΙΑ,Νοέμβριος,111,43
1126,ΕΝΤΟΣΘΙΑ,Δεκέμβριος,115,23
1126,ΕΝΤΟΣΘΙΑ,ΕΤΗΣΙΟΣ,110,1
1127,ΑΛΛΑΝΤΙΚΑ,W%0,3,32
1127,ΑΛΛΑΝΤΙΚΑ,Ιανουάριος,95,96
1127,ΑΛΛΑΝΤΙΚΑ,Φεβρουάριος,95,55
1127,ΑΛΛΑΝΤΙΚΑ,Μάρτιος,97,2
1127,ΑΛΛΑΝΤΙΚΑ,Απρίλιος,95,73
1127,ΑΛΛΑΝΤΙΚΑ,Μάιος,98,34
1127,ΑΛΛΑΝΤΙΚΑ,Ιούνιος,100,50
1127,ΑΛΛΑΝΤΙΚΑ,Ιούλιος,102,42
1127,ΑΛΛΑΝΤΙΚΑ,Αύγουστος,106,40
1127,ΑΛΛΑΝΤΙΚΑ,Σεπτέμβριος,107,48
1127,ΑΛΛΑΝΤΙΚΑ,Οκτώβριος,108,81
1127,ΑΛΛΑΝΤΙΚΑ,Νοέμβριος,110,98
1127,ΑΛΛΑΝΤΙΚΑ,Δεκέμβριος,112,5
1127,ΑΛΛΑΝΤΙΚΑ,ΕΤΗΣΙΟΣ,102,6
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,W%0,1,43
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιανουάριος,111,55
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Φεβρουάριος,112,62
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Μάρτιος,113,69
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Απρίλιος,115,91
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Μάιος,117,1
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιούνιος,116,51
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιούλιος,121,53
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Αύγουστος,122,85
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Σεπτέμβριος,124,58
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Οκτώβριος,125,91
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Νοέμβριος,126,47
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Δεκέμβριος,126,4
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,ΕΤΗΣΙΟΣ,119,56
112,KPEATA ΓΕΝΙΚΑ,W%0,38,28
112,KPEATA ΓΕΝΙΚΑ,Ιανουάριος,104,83
112,KPEATA ΓΕΝΙΚΑ,Φεβρουάριος,104,95
112,KPEATA ΓΕΝΙΚΑ,Μάρτιος,106,59
112,KPEATA ΓΕΝΙΚΑ,Απρίλιος,114,60
112,KPEATA ΓΕΝΙΚΑ,Μάιος,115,75
112,KPEATA ΓΕΝΙΚΑ,Ιούνιος,116,68
112,KPEATA ΓΕΝΙΚΑ,Ιούλιος,118,5
112,KPEATA ΓΕΝΙΚΑ,Αύγουστος,119,40
112,KPEATA ΓΕΝΙΚΑ,Σεπτέμβριος,120,28
112,KPEATA ΓΕΝΙΚΑ,Οκτώβριος,121,17
112,KPEATA ΓΕΝΙΚΑ,Νοέμβριος,122,17
112,KPEATA ΓΕΝΙΚΑ,Δεκέμβριος,123,70
112,KPEATA ΓΕΝΙΚΑ,ΕΤΗΣΙΟΣ,115,68
1131,ΨAPIA NΩΠA,W%0,6,84
1131,ΨAPIA NΩΠA,Ιανουάριος,111,31
1131,ΨAPIA NΩΠA,Φεβρουάριος,110,33
1131,ΨAPIA NΩΠA,Μάρτιος,105,65
1131,ΨAPIA NΩΠA,Απρίλιος,102,91
1131,ΨAPIA NΩΠA,Μάιος,102,21
1131,ΨAPIA NΩΠA,Ιούνιος,105,7
1131,ΨAPIA NΩΠA,Ιούλιος,105,86
1131,ΨAPIA NΩΠA,Αύγουστος,106,65
1131,ΨAPIA NΩΠA,Σεπτέμβριος,109,84
1131,ΨAPIA NΩΠA,Οκτώβριος,105,85
1131,ΨAPIA NΩΠA,Νοέμβριος,105,64
1131,ΨAPIA NΩΠA,Δεκέμβριος,108,91
1131,ΨAPIA NΩΠA,ΕΤΗΣΙΟΣ,106,69
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,W%0,0,54
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιανουάριος,103,6
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Φεβρουάριος,105,45
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Μάρτιος,106,48
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Απρίλιος,107,68
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Μάιος,109,93
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιούνιος,110,65
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιούλιος,111,8
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Αύγουστος,112,70
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Σεπτέμβριος,113,21
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Οκτώβριος,112,70
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Νοέμβριος,114,58
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Δεκέμβριος,114,13
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,ΕΤΗΣΙΟΣ,110,14
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,W%0,0,43
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιανουάριος,125,0
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Φεβρουάριος,126,4
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Μάρτιος,130,34
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Απρίλιος,132,29
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Μάιος,131,35
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιούνιος,132,62
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιούλιος,131,37
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Αύγουστος,135,73
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Σεπτέμβριος,134,66
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Οκτώβριος,133,18
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Νοέμβριος,133,4
