Κωδικός,Προϊόν,W%-Μήνας-Ετήσιο,ΔΤΚ,
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Ιανουάριος,97,41
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Φεβρουάριος,96,31
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Μάρτιος,96,30
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Απρίλιος,97,6
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Μάιος,96,71
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Ιούνιος,97,10
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Ιούλιος,95,99
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Αύγουστος,96,59
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Σεπτέμβριος,96,73
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Οκτώβριος,96,79
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Νοέμβριος,96,16
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,Δεκέμβριος,96,12
1115,ΠΙΤΣΕΣ ΚΑΙ ΠΙΤΕΣ,ΕΤΗΣΙΟΣ,96,61
1116,ΖΥΜΑΡΙΚΑ,W%0,4,30
1116,ΖΥΜΑΡΙΚΑ,Ιανουάριος,99,60
1116,ΖΥΜΑΡΙΚΑ,Φεβρουάριος,101,20
1116,ΖΥΜΑΡΙΚΑ,Μάρτιος,100,40
1116,ΖΥΜΑΡΙΚΑ,Απρίλιος,101,22
1116,ΖΥΜΑΡΙΚΑ,Μάιος,100,34
1116,ΖΥΜΑΡΙΚΑ,Ιούνιος,98,89
1116,ΖΥΜΑΡΙΚΑ,Ιούλιος,97,1
1116,ΖΥΜΑΡΙΚΑ,Αύγουστος,98,18
1116,ΖΥΜΑΡΙΚΑ,Σεπτέμβριος,99,21
1116,ΖΥΜΑΡΙΚΑ,Οκτώβριος,101,69
1116,ΖΥΜΑΡΙΚΑ,Νοέμβριος,100,6
1116,ΖΥΜΑΡΙΚΑ,Δεκέμβριος,103,0
1116,ΖΥΜΑΡΙΚΑ,ΕΤΗΣΙΟΣ,100,7
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,W%0,2,51
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Ιανουάριος,106,56
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Φεβρουάριος,107,27
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Μάρτιος,104,73
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Απρίλιος,107,87
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Μάιος,105,79
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Ιούνιος,104,52
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Ιούλιος,109,0
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Αύγουστος,102,64
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Σεπτέμβριος,104,64
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Οκτώβριος,108,3
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Νοέμβριος,107,31
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,Δεκέμβριος,110,49
1117,ΔΗΜΗΤΡΙΑΚΑ ΓΙΑ ΠΡΩΙΝΟ,ΕΤΗΣΙΟΣ,106,57
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,W%0,0,47
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Ιανουάριος,94,48
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Φεβρουάριος,90,93
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Μάρτιος,93,28
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Απρίλιος,89,81
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Μάιος,92,37
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Ιούνιος,93,37
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Ιούλιος,90,65
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Αύγουστος,91,80
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Σεπτέμβριος,93,8
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Οκτώβριος,89,56
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Νοέμβριος,90,1
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,Δεκέμβριος,86,34
1118,ΑΛΛΑ ΠΡΟΙΟΝΤΑ ΜΕ ΒΑΣΗ ΤΑ ΔΗΜΗΤΡΙΑΚΑ,ΕΤΗΣΙΟΣ,91,31
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,W%0,38,32
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Ιανουάριος,98,54
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Φεβρουάριος,98,76
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Μάρτιος,98,39
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Απρίλιος,98,78
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Μάιος,98,62
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Ιούνιος,98,26
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Ιούλιος,98,29
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Αύγουστος,98,1
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Σεπτέμβριος,98,61
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Οκτώβριος,98,95
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Νοέμβριος,98,78
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,Δεκέμβριος,99,11
111,ΨΩΜΙ ΚΑΙ ΔΗΜΗΤΡΙΑΚΑ,ΕΤΗΣΙΟΣ,98,59
1121,ΜΟΣΧΑΡΙ,W%0,16,31
1121,ΜΟΣΧΑΡΙ,Ιανουάριος,102,80
1121,ΜΟΣΧΑΡΙ,Φεβρουάριος,102,88
1121,ΜΟΣΧΑΡΙ,Μάρτιος,102,72
1121,ΜΟΣΧΑΡΙ,Απρίλιος,102,73
1121,ΜΟΣΧΑΡΙ,Μάιος,102,45
1121,ΜΟΣΧΑΡΙ,Ιούνιος,103,51
1121,ΜΟΣΧΑΡΙ,Ιούλιος,103,18
1121,ΜΟΣΧΑΡΙ,Αύγουστος,103,17
1121,ΜΟΣΧΑΡΙ,Σεπτέμβριος,102,67
1121,ΜΟΣΧΑΡΙ,Οκτώβριος,102,76
1121,ΜΟΣΧΑΡΙ,Νοέμβριος,102,63
1121,ΜΟΣΧΑΡΙ,Δεκέμβριος,102,24
1121,ΜΟΣΧΑΡΙ,ΕΤΗΣΙΟΣ,102,81
1122,XOIPINO,W%0,7,75
1122,XOIPINO,Ιανουάριος,106,31
1122,XOIPINO,Φεβρουάριος,104,93
1122,XOIPINO,Μάρτιος,106,19
1122,XOIPINO,Απρίλιος,106,82
1122,XOIPINO,Μάιος,105,32
1122,XOIPINO,Ιούνιος,105,75
1122,XOIPINO,Ιούλιος,105,62
1122,XOIPINO,Αύγουστος,105,53
1122,XOIPINO,Σεπτέμβριος,105,51
1122,XOIPINO,Οκτώβριος,104,71
1122,XOIPINO,Νοέμβριος,103,87
1122,XOIPINO,Δεκέμβριος,102,59
1122,XOIPINO,ΕΤΗΣΙΟΣ,105,26
1123,APNI & KATΣΙΚΙ,W%0,4,77
1123,APNI & KATΣΙΚΙ,Ιανουάριος,106,29
1123,APNI & KATΣΙΚΙ,Φεβρουάριος,100,81
1123,APNI & KATΣΙΚΙ,Μάρτιος,100,50
1123,APNI & KATΣΙΚΙ,Απρίλιος,96,95
1123,APNI & KATΣΙΚΙ,Μάιος,98,22
1123,APNI & KATΣΙΚΙ,Ιούνιος,97,58
1123,APNI & KATΣΙΚΙ,Ιούλιος,99,75
1123,APNI & KATΣΙΚΙ,Αύγουστος,101,39
1123,APNI & KATΣΙΚΙ,Σεπτέμβριος,103,93
1123,APNI & KATΣΙΚΙ,Οκτώβριος,106,34
1123,APNI & KATΣΙΚΙ,Νοέμβριος,104,97
1123,APNI & KATΣΙΚΙ,Δεκέμβριος,107,90
1123,APNI & KATΣΙΚΙ,ΕΤΗΣΙΟΣ,102,5
1124,ΠΟΥΛΕΡΙΚΑ,W%0,7,31
1124,ΠΟΥΛΕΡΙΚΑ,Ιανουάριος,93,38
1124,ΠΟΥΛΕΡΙΚΑ,Φεβρουάριος,96,29
1124,ΠΟΥΛΕΡΙΚΑ,Μάρτιος,95,77
1124,ΠΟΥΛΕΡΙΚΑ,Απρίλιος,94,49
1124,ΠΟΥΛΕΡΙΚΑ,Μάιος,93,38
1124,ΠΟΥΛΕΡΙΚΑ,Ιούνιος,93,23
1124,ΠΟΥΛΕΡΙΚΑ,Ιούλιος,94,25
1124,ΠΟΥΛΕΡΙΚΑ,Αύγουστος,92,2
1124,ΠΟΥΛΕΡΙΚΑ,Σεπτέμβριος,93,62
1124,ΠΟΥΛΕΡΙΚΑ,Οκτώβριος,89,80
1124,ΠΟΥΛΕΡΙΚΑ,Νοέμβριος,93,39
1124,ΠΟΥΛΕΡΙΚΑ,Δεκέμβριος,92,88
1124,ΠΟΥΛΕΡΙΚΑ,ΕΤΗΣΙΟΣ,93,54
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,W%0,0,14
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιανουάριος,104,43
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Φεβρουάριος,103,95
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Μάρτιος,104,60
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Απρίλιος,103,79
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Μάιος,103,65
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιούνιος,103,60
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Ιούλιος,102,46
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Αύγουστος,101,85
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Σεπτέμβριος,104,50
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Οκτώβριος,105,66
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Νοέμβριος,106,35
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,Δεκέμβριος,106,50
1125,ΛΟΙΠΑ ΕΙΔΗ ΚΡΕΑΤΟΣ,ΕΤΗΣΙΟΣ,104,28
1126,ΕΝΤΟΣΘΙΑ,W%0,0,15
1126,ΕΝΤΟΣΘΙΑ,Ιανουάριος,100,23
1126,ΕΝΤΟΣΘΙΑ,Φεβρουάριος,100,26
1126,ΕΝΤΟΣΘΙΑ,Μάρτιος,99,33
1126,ΕΝΤΟΣΘΙΑ,Απρίλιος,100,94
1126,ΕΝΤΟΣΘΙΑ,Μάιος,98,60
1126,ΕΝΤΟΣΘΙΑ,Ιούνιος,98,24
1126,ΕΝΤΟΣΘΙΑ,Ιούλιος,99,78
1126,ΕΝΤΟΣΘΙΑ,Αύγουστος,98,20
1126,ΕΝΤΟΣΘΙΑ,Σεπτέμβριος,97,18
1126,ΕΝΤΟΣΘΙΑ,Οκτώβριος,96,91
1126,ΕΝΤΟΣΘΙΑ,Νοέμβριος,97,99
1126,ΕΝΤΟΣΘΙΑ,Δεκέμβριος,98,72
1126,ΕΝΤΟΣΘΙΑ,ΕΤΗΣΙΟΣ,98,86
1127,ΑΛΛΑΝΤΙΚΑ,W%0,3,70
1127,ΑΛΛΑΝΤΙΚΑ,Ιανουάριος,97,46
1127,ΑΛΛΑΝΤΙΚΑ,Φεβρουάριος,97,46
1127,ΑΛΛΑΝΤΙΚΑ,Μάρτιος,97,42
1127,ΑΛΛΑΝΤΙΚΑ,Απρίλιος,97,45
1127,ΑΛΛΑΝΤΙΚΑ,Μάιος,98,16
1127,ΑΛΛΑΝΤΙΚΑ,Ιούνιος,98,89
1127,ΑΛΛΑΝΤΙΚΑ,Ιούλιος,96,97
1127,ΑΛΛΑΝΤΙΚΑ,Αύγουστος,98,8
1127,ΑΛΛΑΝΤΙΚΑ,Σεπτέμβριος,98,22
1127,ΑΛΛΑΝΤΙΚΑ,Οκτώβριος,97,18
1127,ΑΛΛΑΝΤΙΚΑ,Νοέμβριος,97,11
1127,ΑΛΛΑΝΤΙΚΑ,Δεκέμβριος,97,69
1127,ΑΛΛΑΝΤΙΚΑ,ΕΤΗΣΙΟΣ,97,67
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,W%0,1,2
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιανουάριος,102,27
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Φεβρουάριος,101,75
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Μάρτιος,101,67
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Απρίλιος,102,93
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Μάιος,102,75
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιούνιος,104,27
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Ιούλιος,103,26
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Αύγουστος,102,96
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Σεπτέμβριος,103,38
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Οκτώβριος,103,61
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Νοέμβριος,103,46
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,Δεκέμβριος,102,83
1128,ΠΑΡΑΣΚΕΥΑΣΜΑΤΑ ΜΕ ΒΑΣΗ ΤΟ ΚΡΕΑΣ,ΕΤΗΣΙΟΣ,102,93
112,KPEATA ΓΕΝΙΚΑ,W%0,41,16
112,KPEATA ΓΕΝΙΚΑ,Ιανουάριος,101,37
112,KPEATA ΓΕΝΙΚΑ,Φεβρουάριος,101,8
112,KPEATA ΓΕΝΙΚΑ,Μάρτιος,101,11
112,KPEATA ΓΕΝΙΚΑ,Απρίλιος,100,63
112,KPEATA ΓΕΝΙΚΑ,Μάιος,100,23
112,KPEATA ΓΕΝΙΚΑ,Ιούνιος,100,73
112,KPEATA ΓΕΝΙΚΑ,Ιούλιος,100,80
112,KPEATA ΓΕΝΙΚΑ,Αύγουστος,100,63
112,KPEATA ΓΕΝΙΚΑ,Σεπτέμβριος,101,4
112,KPEATA ΓΕΝΙΚΑ,Οκτώβριος,100,39
112,KPEATA ΓΕΝΙΚΑ,Νοέμβριος,100,71
112,KPEATA ΓΕΝΙΚΑ,Δεκέμβριος,100,59
112,KPEATA ΓΕΝΙΚΑ,ΕΤΗΣΙΟΣ,100,78
1131,ΨAPIA NΩΠA,W%0,7,58
1131,ΨAPIA NΩΠA,Ιανουάριος,98,64
1131,ΨAPIA NΩΠA,Φεβρουάριος,99,80
1131,ΨAPIA NΩΠA,Μάρτιος,98,25
1131,ΨAPIA NΩΠA,Απρίλιος,96,66
1131,ΨAPIA NΩΠA,Μάιος,93,75
1131,ΨAPIA NΩΠA,Ιούνιος,97,63
1131,ΨAPIA NΩΠA,Ιούλιος,97,54
1131,ΨAPIA NΩΠA,Αύγουστος,97,47
1131,ΨAPIA NΩΠA,Σεπτέμβριος,99,65
1131,ΨAPIA NΩΠA,Οκτώβριος,97,96
1131,ΨAPIA NΩΠA,Νοέμβριος,97,26
1131,ΨAPIA NΩΠA,Δεκέμβριος,101,88
1131,ΨAPIA NΩΠA,ΕΤΗΣΙΟΣ,98,4
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,W%0,0,92
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιανουάριος,102,24
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Φεβρουάριος,102,78
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Μάρτιος,102,28
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Απρίλιος,103,12
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Μάιος,102,13
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιούνιος,101,34
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Ιούλιος,101,83
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Αύγουστος,102,36
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Σεπτέμβριος,102,9
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Οκτώβριος,100,78
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Νοέμβριος,102,21
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,Δεκέμβριος,102,43
1132,ΨAPIA KATEΨΥΓΜΕΝΑ,ΕΤΗΣΙΟΣ,102,13
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,W%0,0,55
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιανουάριος,112,60
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Φεβρουάριος,112,33
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Μάρτιος,113,14
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Απρίλιος,113,13
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Μάιος,110,78
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιούνιος,112,16
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Ιούλιος,111,4
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Αύγουστος,110,25
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Σεπτέμβριος,112,67
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Οκτώβριος,109,14
1133,ΦΡΕΣΚΑ ΘΑΛΑΣΣΙΝΑ,Νοέμβριος,108,45
